spell	freq
정부를	0.0000441
올라	0.0000441
35	0.0000441
자	0.0000441
달리,	0.0000440
도시를	0.0000440
챔피언십	0.0000440
미상)	0.0000440
시간에	0.0000440
코어	0.0000440
(Feat.	0.0000440
요구하는	0.0000440
문화의	0.0000440
후쿠시마	0.0000440
이동	0.0000439
일어나	0.0000439
밖으로	0.0000439
송	0.0000439
엔진을	0.0000439
적의	0.0000439
졸업생	0.0000439
법적	0.0000439
화제가	0.0000439
가치를	0.0000438
이루어진다.	0.0000438
개국	0.0000438
F/L	0.0000438
2번째	0.0000438
월화드라마	0.0000438
오래	0.0000438
임의의	0.0000437
활동에	0.0000437
관하여	0.0000437
열대	0.0000437
받았고,	0.0000437
미니	0.0000437
2부	0.0000437
위로	0.0000437
다음으로	0.0000437
인도의	0.0000436
선을	0.0000436
형성된	0.0000436
시카고	0.0000436
30분	0.0000436
보호	0.0000436
월간	0.0000436
성은	0.0000436
들어간	0.0000435
풍부한	0.0000435
크기가	0.0000435
간단한	0.0000435
리그에서	0.0000435
시험	0.0000435
삼아	0.0000435
속도	0.0000434
단독	0.0000434
지역이	0.0000434
며느리	0.0000434
과정	0.0000434
(2010년)	0.0000433
시로	0.0000433
역사는	0.0000433
투	0.0000433
약한	0.0000433
관계로	0.0000433
여우주연상	0.0000433
{{!}}valign="top"{{!}}	0.0000433
2선의	0.0000432
주변에	0.0000432
조지아	0.0000432
이르기까지	0.0000432
때문이었다.	0.0000432
프랑스는	0.0000431
사고로	0.0000431
문화를	0.0000431
방송된	0.0000431
머리를	0.0000431
집단	0.0000431
노선이	0.0000431
가지게	0.0000431
미국이	0.0000431
프로그래밍	0.0000430
경계를	0.0000430
갖는다.	0.0000430
1970년대	0.0000430
제3대	0.0000429
구체적인	0.0000429
과거에	0.0000429
마치고	0.0000429
때도	0.0000429
들면	0.0000429
발매,	0.0000429
사람에게	0.0000429
거리를	0.0000429
분야의	0.0000429
빛을	0.0000429
팝	0.0000428
방향을	0.0000428
나이	0.0000428
옮겼다.	0.0000428
중국에서	0.0000428
담당하는	0.0000428
명단에	0.0000427
가을	0.0000427
위험한	0.0000427
노선은	0.0000427
허브	0.0000427
참여	0.0000426
보이고	0.0000426
본격적인	0.0000426
시에서	0.0000426
삼았다.	0.0000426
하나로,	0.0000426
성공했다.	0.0000426
플레이	0.0000426
현대의	0.0000426
전차	0.0000426
자가	0.0000425
죽자	0.0000425
주요한	0.0000425
했으며	0.0000425
전면	0.0000425
창원시	0.0000425
오프닝	0.0000424
오른	0.0000424
한자	0.0000424
1세는	0.0000424
데리고	0.0000424
제조	0.0000424
사람들	0.0000424
체결	0.0000424
스티븐	0.0000423
행성의	0.0000423
수록되어	0.0000423
차이를	0.0000423
성과를	0.0000423
하더라도	0.0000423
15일에	0.0000422
월요일	0.0000422
1911년	0.0000422
주연	0.0000422
관련하여	0.0000422
말한	0.0000422
동료	0.0000422
시민	0.0000422
건담	0.0000422
설립인가	0.0000422
효과가	0.0000422
대학에서	0.0000422
이중	0.0000422
쇼	0.0000422
공식적인	0.0000422
이란	0.0000422
인터뷰에서	0.0000421
다룬	0.0000421
세워진	0.0000421
33	0.0000421
포함된다.	0.0000421
열었다.	0.0000421
덴마크	0.0000421
아메리칸	0.0000421
관심이	0.0000421
영국에서	0.0000420
주어진	0.0000420
포켓몬스터	0.0000420
인간이	0.0000420
3월,	0.0000420
거친	0.0000420
이외에	0.0000420
목록이다.	0.0000420
데뷔했다.	0.0000420
아들을	0.0000420
모습으로	0.0000419
출연하였다.	0.0000419
밀도는	0.0000419
분류	0.0000419
적	0.0000419
지금도	0.0000419
중추원	0.0000419
노르웨이	0.0000419
울산광역시	0.0000419
찾는	0.0000419
겨울	0.0000419
참가했다.	0.0000419
따라서,	0.0000419
도움이	0.0000419
Me	0.0000418
도시는	0.0000418
외손자	0.0000418
일본,	0.0000418
방영된	0.0000418
조약	0.0000418
크리스	0.0000418
작전을	0.0000418
최근에	0.0000418
소위	0.0000418
핵심	0.0000418
것.	0.0000418
열차는	0.0000418
기반을	0.0000418
6개	0.0000418
사단법인이다.	0.0000418
레드	0.0000417
활동이	0.0000417
시간은	0.0000417
1908년	0.0000417
일곱	0.0000417
아들이	0.0000417
수록된	0.0000417
이라는	0.0000417
차지하는	0.0000417
※역대	0.0000417
(구축함:	0.0000417
성질을	0.0000416
옆에	0.0000416
(KBS	0.0000416
에어	0.0000416
맺었다.	0.0000416
공산주의	0.0000416
계획	0.0000416
2011.	0.0000416
발생했다.	0.0000416
문학	0.0000416
유명	0.0000416
영국,	0.0000415
지나	0.0000415
교수로	0.0000415
얼마나	0.0000415
예로	0.0000415
타율	0.0000415
공원	0.0000415
댄스	0.0000414
받기도	0.0000414
상태이다.	0.0000414
했다고	0.0000414
창립	0.0000414
8년	0.0000414
9월,	0.0000414
일본으로	0.0000414
｜	0.0000414
않는다는	0.0000414
벌였다.	0.0000414
올림픽에	0.0000414
멤버로	0.0000414
미군	0.0000414
명으로	0.0000414
To	0.0000413
있다가	0.0000413
서서히	0.0000413
봄	0.0000413
KIA	0.0000413
출신이다.	0.0000413
27일,	0.0000413
학교를	0.0000413
개발을	0.0000413
증	0.0000413
사고가	0.0000413
남아프리카	0.0000413
임진왜란	0.0000413
생기는	0.0000413
대한제국	0.0000412
협력	0.0000412
규정하고	0.0000412
눈이	0.0000412
3,	0.0000411
외의	0.0000411
주지	0.0000411
불만을	0.0000411
체제를	0.0000411
맞게	0.0000411
등이다.	0.0000411
시절에	0.0000411
프로그램은	0.0000411
1895년	0.0000411
광주광역시	0.0000410
돌아왔다.	0.0000410
직접적인	0.0000410
그때	0.0000410
자리에서	0.0000409
신축	0.0000409
레알	0.0000409
말하고	0.0000409
시조	0.0000409
값을	0.0000409
실시	0.0000409
엘리자베스	0.0000409
이곳에	0.0000409
소속이	0.0000409
공채	0.0000408
목적을	0.0000408
선생	0.0000408
했으나,	0.0000408
60	0.0000408
행성	0.0000408
자유롭게	0.0000408
막을	0.0000408
결과가	0.0000408
검사	0.0000408
간사이	0.0000407
is	0.0000407
차관	0.0000407
뜻으로	0.0000406
과학적	0.0000406
연결	0.0000406
하였으나,	0.0000406
자격을	0.0000406
자부	0.0000406
극장	0.0000406
(2005년	0.0000406
2006년에	0.0000406
34	0.0000406
빠져	0.0000405
책	0.0000405
한글	0.0000405
덧붙여	0.0000405
경기장	0.0000405
OS	0.0000405
지도	0.0000405
25일,	0.0000405
University	0.0000405
블루	0.0000404
안의	0.0000404
측은	0.0000404
붙어	0.0000404
강이	0.0000404
타이틀을	0.0000404
넣어	0.0000404
(2011년)	0.0000404
연극	0.0000404
입었다.	0.0000404
있어서는	0.0000404
교사	0.0000404
원정	0.0000404
2008년에	0.0000404
다음날	0.0000404
아니면	0.0000404
제외하고	0.0000403
삶의	0.0000403
이용	0.0000403
프로그램의	0.0000403
뒤로	0.0000403
보내는	0.0000403
경우를	0.0000403
박정희	0.0000403
가능하게	0.0000403
백제	0.0000403
정부로부터	0.0000403
신인상	0.0000403
제주특별자치도	0.0000402
잘못	0.0000402
방식의	0.0000402
1만	0.0000402
밖의	0.0000402
당했다.	0.0000402
백	0.0000402
호텔	0.0000402
천황	0.0000402
샤를	0.0000402
나가노	0.0000402
기획	0.0000402
5개의	0.0000402
음반이다.	0.0000401
하위	0.0000401
그림	0.0000401
전후	0.0000401
MVP	0.0000401
절대	0.0000401
여행	0.0000401
냈다.	0.0000401
일도	0.0000400
이곳에서	0.0000400
당한	0.0000400
후일	0.0000400
현지	0.0000400
36	0.0000400
2005년에	0.0000400
작곡가	0.0000399
바꾸었다.	0.0000399
현,	0.0000399
28일,	0.0000399
2015	0.0000399
출연한	0.0000399
프랑스,	0.0000399
《The	0.0000399
의해,	0.0000399
딴	0.0000399
앨범이다.	0.0000398
싱글이다.	0.0000398
군에	0.0000398
근거로	0.0000398
--	0.0000398
바다	0.0000398
소장	0.0000398
된다고	0.0000398
적절한	0.0000398
시스템은	0.0000397
건물은	0.0000397
맥	0.0000397
제품	0.0000397
위기에	0.0000397
결과로	0.0000397
가스	0.0000397
인물로	0.0000397
지명을	0.0000397
새누리당	0.0000397
중심의	0.0000397
신칸센	0.0000397
해발	0.0000397
앨범의	0.0000396
못해	0.0000396
이하	0.0000396
예수	0.0000396
조선시대의	0.0000396
구간을	0.0000396
개원	0.0000396
상대식	0.0000396
대신에	0.0000396
2007년에	0.0000396
2》	0.0000396
찾을	0.0000396
노무현	0.0000396
민간	0.0000395
특성을	0.0000395
모양으로	0.0000395
농구	0.0000395
어워드	0.0000395
서울에서	0.0000395
점은	0.0000395
연방의	0.0000394
프로그램이	0.0000394
그려져	0.0000394
현(,	0.0000394
좁은	0.0000394
하나를	0.0000394
문화체육관광부	0.0000394
공간을	0.0000394
소녀	0.0000394
오토	0.0000394
친일	0.0000394
01월	0.0000394
이은	0.0000393
내부의	0.0000393
움직이는	0.0000393
시작하는	0.0000393
외교	0.0000393
잃은	0.0000393
되는데,	0.0000393
가능성을	0.0000393
정치인	0.0000393
규모가	0.0000392
않도록	0.0000392
다루고	0.0000392
1909년	0.0000392
단막극	0.0000392
처리	0.0000392
많아	0.0000392
연구하는	0.0000392
고교	0.0000392
인근에	0.0000392
원래의	0.0000392
올려	0.0000392
발생한다.	0.0000392
출연했다.	0.0000392
(2009년)	0.0000392
러브	0.0000391
기술이	0.0000391
제3회	0.0000391
도시로,	0.0000391
10일,	0.0000391
톰	0.0000391
엄마	0.0000391
부른	0.0000391
서울시	0.0000391
뒤에는	0.0000391
가면라이더	0.0000391
중부	0.0000390
신주쿠	0.0000390
인물이다.	0.0000390
편지를	0.0000390
교체	0.0000390
단편	0.0000390
15일,	0.0000390
네덜란드의	0.0000390
폐지.	0.0000390
니가타	0.0000390
훌륭한	0.0000390
1번	0.0000390
달러	0.0000389
1889년	0.0000389
모델로	0.0000389
줄여서	0.0000389
오늘날의	0.0000389
무대	0.0000389
의사를	0.0000389
또다시	0.0000389
받으며	0.0000389
사실은	0.0000389
제목으로	0.0000388
속도로	0.0000388
전투가	0.0000388
이어졌다.	0.0000388
어두운	0.0000388
특유의	0.0000388
2번	0.0000388
시내버스	0.0000388
창단	0.0000388
나쁜	0.0000388
전투는	0.0000388
야마구치	0.0000387
12월,	0.0000387
정의	0.0000387
5일,	0.0000387
계획은	0.0000387
전에는	0.0000387
현상이	0.0000387
속도를	0.0000387
전체의	0.0000387
셋째	0.0000387
2009.	0.0000387
연속으로	0.0000387
엔딩	0.0000387
막대한	0.0000387
(EBS)	0.0000387
은퇴	0.0000386
나카무라	0.0000386
유럽에서	0.0000386
디스크	0.0000386
2004년에	0.0000386
외국	0.0000386
고급	0.0000386
시립	0.0000386
토머스	0.0000385
유지하고	0.0000385
1억	0.0000385
따르는	0.0000385
남긴	0.0000385
오키나와	0.0000385
작품이	0.0000385
받았으며,	0.0000385
흑인	0.0000385
크기	0.0000384
잃고	0.0000384
실험을	0.0000384
평일	0.0000384
국가를	0.0000384
계획이	0.0000384
정도가	0.0000384
인도네시아	0.0000384
구조의	0.0000384
갤럭시	0.0000384
시설	0.0000383
9년	0.0000383
결혼을	0.0000383
충분한	0.0000383
주니어	0.0000383
죽고	0.0000383
하다가	0.0000383
진정한	0.0000383
26일,	0.0000383
박물관	0.0000383
개신교	0.0000383
150px	0.0000383
용어는	0.0000383
그동안	0.0000382
브랜드	0.0000382
신문	0.0000382
D	0.0000382
종교적	0.0000382
목적은	0.0000382
2월에	0.0000382
04월	0.0000382
(2008년)	0.0000382
아마추어	0.0000381
속도가	0.0000381
제4대	0.0000381
강수량은	0.0000381
아들이다.	0.0000381
제공하고	0.0000381
언어를	0.0000381
한반도	0.0000381
쪽으로	0.0000381
세인트	0.0000380
도입	0.0000380
특급	0.0000380
변경하였다.	0.0000380
3D	0.0000380
그들	0.0000380
45	0.0000380
빅토리아	0.0000380
여객	0.0000380
보조	0.0000380
제도의	0.0000380
노예	0.0000380
땅에	0.0000380
들은	0.0000379
의견이	0.0000379
사이가	0.0000379
버리고	0.0000379
차례로	0.0000379
가끔	0.0000379
09월	0.0000379
몽골	0.0000379
나가사키	0.0000379
있는,	0.0000379
편입	0.0000379
버지니아	0.0000378
궤도	0.0000378
18세기	0.0000378
내용	0.0000378
프리미어리그	0.0000378
여동생	0.0000378
플레이오프	0.0000378
설립하였다.	0.0000378
연	0.0000377
둘러싼	0.0000377
군대는	0.0000377
깊이	0.0000377
스웨덴의	0.0000377
6월,	0.0000377
즉위	0.0000377
법을	0.0000377
제어	0.0000377
결정을	0.0000377
아이를	0.0000377
근처의	0.0000376
부문에	0.0000376
발매.	0.0000376
시대를	0.0000376
나무	0.0000376
라이트	0.0000376
본사는	0.0000376
소재지	0.0000376
특히,	0.0000376
훈련을	0.0000376
일에	0.0000376
화려한	0.0000376
연대	0.0000376
우수학교	0.0000376
뉴질랜드	0.0000375
출전하여	0.0000375
비슷하다.	0.0000375
64	0.0000375
거기에	0.0000375
구성된다.	0.0000375
얻는	0.0000375
주제로	0.0000375
있었으며	0.0000375
일본식	0.0000375
아니었다.	0.0000374
중이던	0.0000374
일로	0.0000374
1904년	0.0000374
공개되었다.	0.0000374
아카데미	0.0000374
각본	0.0000374
세포	0.0000374
혼자	0.0000374
사이트	0.0000374
개발된	0.0000374
유리	0.0000374
먹는다.	0.0000374
국가에서	0.0000373
닥터	0.0000373
크기의	0.0000373
현재,	0.0000373
가질	0.0000373
《인기가요》	0.0000373
6시	0.0000373
29일,	0.0000373
매	0.0000373
1960년대	0.0000373
결과는	0.0000372
시)	0.0000372
방식은	0.0000372
공주	0.0000372
죄를	0.0000372
국	0.0000372
확인할	0.0000372
와타나베	0.0000371
형태가	0.0000371
비잔티움	0.0000371
아는	0.0000371
건축	0.0000371
죽을	0.0000371
여	0.0000371
우연히	0.0000371
중앙에	0.0000371
로스앤젤레스	0.0000371
초등학교다.	0.0000371
1913년	0.0000371
현존하는	0.0000371
인수	0.0000371
포함해	0.0000370
일찍이	0.0000370
마이	0.0000370
들었다.	0.0000370
곳이	0.0000370
구마모토	0.0000370
선거에	0.0000370
원작	0.0000370
(2012년)	0.0000370
화가	0.0000370
운동의	0.0000370
전체적으로	0.0000370
크기는	0.0000370
강점기	0.0000370
뒤인	0.0000369
청나라	0.0000369
북한의	0.0000369
맞서	0.0000369
운행을	0.0000369
(2007년)	0.0000369
주니치	0.0000369
말의	0.0000369
책은	0.0000369
선수로,	0.0000369
분기점	0.0000368
2010.	0.0000368
올린	0.0000368
동맹을	0.0000368
조약을	0.0000368
주를	0.0000367
낳았다.	0.0000367
고속	0.0000367
경험을	0.0000367
공산당	0.0000367
군인	0.0000367
조별	0.0000367
지었다.	0.0000367
미국인	0.0000367
우주의	0.0000367
성공적으로	0.0000367
싶은	0.0000367
(2006년)	0.0000367
생각했다.	0.0000366
실험	0.0000366
양자	0.0000366
채로	0.0000366
일본국유철도	0.0000366
마친	0.0000366
몸에	0.0000366
3번째	0.0000366
일환으로	0.0000366
한국에	0.0000366
명예	0.0000366
전투에	0.0000365
운동이	0.0000365
요소를	0.0000365
제정	0.0000365
무역	0.0000365
센다이	0.0000365
되며	0.0000365
우수	0.0000365
재산을	0.0000365
향한	0.0000365
화이트	0.0000365
원자력	0.0000365
번호는	0.0000365
미치는	0.0000364
리그의	0.0000364
양쪽	0.0000364
강점기의	0.0000364
힙합	0.0000364
급행	0.0000364
이르고	0.0000364
테마	0.0000364
20일,	0.0000364
쉬운	0.0000364
1915년	0.0000364
(2013년)	0.0000364
않으며	0.0000364
들어가는	0.0000364
담당하고	0.0000364
회원	0.0000364
듯	0.0000363
마음이	0.0000363
평가	0.0000363
결정	0.0000363
영역을	0.0000363
그렇지	0.0000363
모양을	0.0000363
3일,	0.0000363
배를	0.0000363
군대가	0.0000363
최종적으로	0.0000362
델	0.0000362
정책에	0.0000362
점이다.	0.0000362
센트럴	0.0000362
2기	0.0000362
분야에	0.0000362
파이널	0.0000362
제외하고는	0.0000362
30일,	0.0000362
4강	0.0000362
24일,	0.0000362
미스	0.0000362
지도자	0.0000362
숙부	0.0000362
맡게	0.0000361
1)	0.0000361
액션	0.0000361
국경을	0.0000361
섬식	0.0000361
활발한	0.0000361
드럼	0.0000361
형식의	0.0000361
(현	0.0000361
중심이	0.0000361
눈	0.0000360
시스템의	0.0000360
기사	0.0000360
결과적으로	0.0000360
회사는	0.0000360
조건으로	0.0000360
이듬해인	0.0000360
25일에	0.0000360
자세한	0.0000359
이처럼	0.0000359
방향	0.0000359
기업의	0.0000359
사이에는	0.0000359
과거의	0.0000359
대로	0.0000359
수목드라마	0.0000359
철도가	0.0000359
L	0.0000359
1999	0.0000358
저서	0.0000358
언어로	0.0000358
외계	0.0000358
청년	0.0000358
공장	0.0000358
불과	0.0000358
떠난	0.0000358
대회는	0.0000358
《포켓몬스터	0.0000358
제4회	0.0000358
때때로	0.0000357
(2004년	0.0000357
일으키는	0.0000357
주소	0.0000357
결승전에서	0.0000357
써서	0.0000357
전원	0.0000357
사상을	0.0000357
청주시	0.0000357
기록하고	0.0000357
관리하고	0.0000357
학생들이	0.0000357
6일,	0.0000357
자신에게	0.0000357
모르는	0.0000357
푸른	0.0000357
23일,	0.0000356
섬을	0.0000356
1900년	0.0000356
모두가	0.0000356
고전	0.0000356
17일,	0.0000356
2일,	0.0000356
소니	0.0000356
5위	0.0000356
중간에	0.0000356
이어져	0.0000356
변경.	0.0000356
입단하였다.	0.0000356
그림을	0.0000356
:#	0.0000356
활동한	0.0000356
6개의	0.0000355
퍼시픽	0.0000355
불을	0.0000355
22일,	0.0000355
원작으로	0.0000355
획득하였다.	0.0000355
타격	0.0000355
중화인민공화국의	0.0000355
노력을	0.0000355
위성	0.0000355
3세	0.0000355
대표이사	0.0000355
지역이다.	0.0000355
전통적으로	0.0000354
2세가	0.0000354
끝까지	0.0000354
개통.	0.0000354
'	0.0000354
전쟁으로	0.0000354
녹음	0.0000354
맞지	0.0000354
말하였다.	0.0000354
있었는데	0.0000354
9시	0.0000354
32강	0.0000354
학교법인	0.0000354
14일,	0.0000353
4일,	0.0000353
F.	0.0000353
살던	0.0000353
뜨거운	0.0000353
해안	0.0000353
이미지를	0.0000353
빌	0.0000353
이해	0.0000353
아이치	0.0000353
디즈니	0.0000352
경우에도	0.0000352
8일,	0.0000352
작사,	0.0000352
농업	0.0000352
올림픽에서	0.0000352
대회를	0.0000352
레코드	0.0000352
역과	0.0000352
>	0.0000352
하여,	0.0000352
미야자키	0.0000352
남아있다.	0.0000352
달린	0.0000352
7일,	0.0000351
그러자	0.0000351
게임은	0.0000351
조사를	0.0000351
강화	0.0000351
조부	0.0000351
선택	0.0000351
지어	0.0000351
소스	0.0000350
방영되었다.	0.0000350
칸	0.0000350
얻기	0.0000350
밤에	0.0000350
3집	0.0000350
지지하는	0.0000350
결승전	0.0000350
직결	0.0000350
그룹의	0.0000350
